"","time","event","prttime","age","gpa","dblmaj"
"199",0.00194001708723112,FALSE,1,19,3.4,0
"200",2.28522284667903e-05,TRUE,0,18,3,1
"201",3.02351014355431e-05,TRUE,0,17,2.9,0
"202",3.21968905110904e-05,TRUE,0,17,3.6,0
"203",0.000244276563485853,TRUE,0,17,1.9,0
"204",4.09414452447763e-05,TRUE,0,19,3.3,0
"205",7.96978847669764e-05,TRUE,0,18,3.3,0
"206",0.000201887719609427,TRUE,0,20,3.4,1
"207",0.00011692501657213,TRUE,0,21,3.6,0
"208",0.000180425264572227,FALSE,1,20,3.2,1
"209",2.59316726185919e-05,TRUE,0,18,3.4,0
"210",7.10389317818849e-06,TRUE,0,20,3.3,0
"211",7.9846480417172e-06,TRUE,0,18,3.4,0
"212",3.43750118903559e-05,TRUE,0,19,3,1
"213",0.000108572612251578,TRUE,0,19,3.1,0
"214",1.64494548632706e-05,TRUE,0,18,3.3,0
"215",0.000224895047460207,TRUE,1,18,3.2,0
"216",0.000310385394193367,TRUE,1,18,3.2,0
"217",4.87699080879691e-06,TRUE,0,17,3.1,1
"218",7.14480093771884e-05,TRUE,0,18,3.3,0
"219",0.000199076382447639,TRUE,0,18,3.1,0
"220",0.000221196779236828,TRUE,1,17,2.9,0
"221",1.00056522628131e-05,TRUE,0,19,3,0
"222",1.76100431463786e-05,TRUE,0,18,3,0
"223",0.000140416540449102,TRUE,0,19,3.6,0
"224",3.6692721421064e-06,TRUE,0,19,3,0
"225",1.44348334782799e-05,TRUE,0,18,3.2,0
"226",0.000178172019383621,TRUE,0,17,3.4,0
"227",4.81945622882526e-05,TRUE,0,18,3.4,0
"228",5.52849326295308e-05,TRUE,1,18,3,0
"229",7.13487262418623e-05,TRUE,0,19,3.2,0
"230",1.3288889615898e-05,TRUE,0,18,3.1,0
"231",3.94791049197903e-05,TRUE,0,18,3.8,0
"232",2.16982717875448e-05,TRUE,0,17,3.4,0
"233",3.98869439812015e-05,TRUE,0,17,3,0
"234",4.5338532194482e-05,TRUE,0,22,3.3,0
"235",9.46643257810803e-05,TRUE,0,18,3.2,1
"236",2.47996663993977e-06,TRUE,0,18,2.8,0
"237",0.000553306695170426,TRUE,1,19,3.5,0
"238",3.6601911035229e-05,TRUE,0,21,3.4,0
"239",2.8453969872335e-05,TRUE,0,17,3.6,0
"240",8.45995997074958e-05,TRUE,0,18,3.2,0
"241",4.0545571786478e-05,TRUE,0,21,2.9,0
"242",3.78195022544644e-05,TRUE,0,17,3.6,1
"243",2.70900439761642e-05,TRUE,0,19,3.1,0
"244",5.59010421681992e-05,TRUE,0,19,3.2,1
"245",0.000113572239935664,TRUE,0,20,3.1,0
"246",2.44535714653052e-05,TRUE,0,17,2.4,0
"247",3.75791253122443e-05,TRUE,0,19,1.9,0
"248",0.000578775612662126,TRUE,1,17,2.2,0
"249",0.000192737318800054,TRUE,1,21,3.7,1
"250",0.000122167086900224,TRUE,0,18,3.1,0
"251",9.16862503968055e-06,TRUE,0,24,3.3,0
"252",0.000126752047343523,TRUE,1,17,3,0
"253",0.000108329089230196,TRUE,0,18,3.5,0
"254",9.66687956089693e-05,TRUE,0,19,3.2,0
"255",5.63745304602797e-05,TRUE,0,20,2.3,0
"256",3.25316661291239e-05,TRUE,0,17,1.9,0
"257",0.00010158497864153,TRUE,0,19,3.4,0
"258",9.6145646796869e-05,TRUE,0,17,3.6,0
"259",0.000955188854025943,TRUE,1,19,3.4,0
"260",0.000108168417495378,TRUE,0,18,2.9,0
"261",4.20826718372483e-06,TRUE,0,17,1.6,0
"262",5.56313342799081e-05,TRUE,0,17,3.5,0
"263",0.000115174488734802,TRUE,0,18,3.4,0
"264",3.7700629538873e-05,TRUE,0,18,2.4,0
"265",1.69207862055684e-05,TRUE,0,21,3,0
"266",0.000190674804328499,TRUE,0,17,3,0
"267",0.000823270230438905,TRUE,1,17,3.3,0
"268",1.31548145103483e-05,TRUE,0,18,3.5,0
"269",3.9316705608922e-05,TRUE,0,19,2.7,0
"270",9.27230122487926e-05,TRUE,0,18,2.9,0
"271",6.27982688205603e-05,TRUE,0,19,2.6,0
"272",9.93932663801448e-06,TRUE,0,18,3.7,1
"273",8.84114648527731e-05,FALSE,0,19,2.9,0
"274",0.00022016699389838,TRUE,0,18,3,0
"275",1.55964240261343e-05,TRUE,0,17,3.3,0
"276",1.52828210223028e-05,TRUE,0,18,1.7,0
"277",6.86820366495887e-05,TRUE,0,17,2.7,0
"278",0.000109595164235049,TRUE,0,17,3.9,0
"279",0.000810695425510378,TRUE,1,18,3.1,0
"280",4.38157721813427e-05,TRUE,0,18,3.5,0
"281",8.21609311747839e-05,TRUE,0,19,2.6,0
"282",2.44368333943129e-05,TRUE,0,19,3.2,0
"283",0.000927631712096528,FALSE,1,18,3.4,0
"284",8.45445814641622e-05,TRUE,0,21,3.3,0
"285",0.00013177078024186,TRUE,0,17,3,0
"286",6.5433560780105e-05,TRUE,0,18,3.2,0
"287",0.000400817449787718,TRUE,0,19,3.5,0
"288",8.33475455543547e-07,TRUE,0,18,2.7,0
"289",0.000133847981420037,TRUE,0,18,3.5,1
"290",5.85687594712057e-05,TRUE,0,17,2.7,0
"291",0.00120657031474345,TRUE,1,17,3.4,0
"292",1.08706144661398e-06,TRUE,0,18,3,0
"293",5.69051797100821e-05,TRUE,0,18,3,0
"294",7.72704837822872e-05,TRUE,0,18,3.2,1
"295",0.000698045367726559,TRUE,1,17,3.3,1
"296",9.30615104518249e-05,TRUE,0,18,3.4,0
"297",2.5252718872628e-05,TRUE,0,19,3.1,0
"298",2.0603300458671e-05,TRUE,0,18,3.2,0
"299",0.000125000987391862,TRUE,0,17,3.4,0
"300",0.00020748909250376,TRUE,0,19,3.5,0
"301",1.74640760579427e-05,TRUE,0,18,2.8,0
"302",2.70643751711136e-05,TRUE,1,21,3.4,0
"303",0.000162825212097553,TRUE,0,17,3.5,0
"304",8.73254877120016e-06,TRUE,0,17,3.2,0
"305",0.00012878662549377,TRUE,0,18,2.5,0
"306",3.18001980837424e-05,TRUE,0,17,3.2,0
"307",6.03965076353027e-05,TRUE,0,18,2.6,1
"308",0.000113041715118545,TRUE,1,20,3.5,1
"309",1.36400693836281e-05,TRUE,1,20,2.8,0
"310",4.80659789557465e-05,TRUE,1,19,3.1,0
"311",0.000384196703704025,TRUE,1,18,1.5,0
"312",9.44850300905473e-06,TRUE,0,19,3.3,0
"313",0.000591205545821014,TRUE,1,20,3.8,0
"314",5.79180560266005e-06,TRUE,0,20,2.4,0
"315",3.32120694504168e-05,TRUE,0,19,3.4,0
"316",6.37797751544868e-06,TRUE,0,17,2.6,1
"317",1.23601903635064e-05,TRUE,0,18,3.4,0
"318",0.000110642254107104,TRUE,0,18,2.8,0
"319",8.56157456945493e-05,TRUE,0,17,2.9,0
"320",0.000228511728210659,TRUE,0,17,3.1,0
"321",6.83328788339297e-06,TRUE,0,18,2.8,0
"322",1.49971397016831e-05,TRUE,0,20,3.6,0
"323",2.06778360478166e-05,TRUE,0,19,3.7,0
"324",9.02888946185676e-05,TRUE,0,19,3.4,1
"325",1.34753696867803e-05,TRUE,1,20,3.1,0
"326",5.51987368329434e-05,TRUE,0,18,3.4,1
"327",0.000112561072039874,TRUE,0,18,3.6,0
"328",0.000206297772542683,FALSE,0,18,3.2,0
"329",3.65390314727106e-06,TRUE,0,21,3.6,0
"330",1.74215448971496e-05,TRUE,0,17,1.8,0
"331",0.00180581385995707,TRUE,1,19,3.7,0
"332",5.7996178925575e-05,TRUE,0,19,3.3,0
"333",8.92515186968032e-05,TRUE,0,17,2.3,0
"334",2.26562324868628e-05,TRUE,0,19,3.2,0
"335",0.000106027914579893,TRUE,1,18,3,0
"336",0.000267759832065316,TRUE,1,23,3.1,1
"337",2.31381905406564e-05,TRUE,0,17,2.8,0
"338",0.000125697867714714,TRUE,0,17,3.3,0
"339",6.36805903104e-06,TRUE,0,18,3.6,0
"340",0.0004039990608287,TRUE,1,20,3.2,0
"341",0.000622367671574476,TRUE,1,18,3.3,1
"342",0.00017701434106563,TRUE,1,18,2.9,1
"343",4.6964152316307e-05,TRUE,0,18,3.1,1
"344",0.000474774940197869,TRUE,1,19,2.6,0
"345",0.0001618377795873,TRUE,0,20,3.1,0
"346",2.62892140523848e-06,TRUE,0,19,3,1
"347",4.10888892796529e-05,TRUE,0,20,3.3,0
"348",4.77314262722339e-05,TRUE,0,20,3,0
"349",8.9102544601015e-06,TRUE,0,17,2.6,1
"350",1.22030264875021e-05,TRUE,0,19,3.5,1
"351",0.0015035174375427,TRUE,1,18,3.2,0
"352",2.64382600997398e-05,TRUE,0,20,3.5,0
"353",0.000133198392096327,TRUE,0,21,3.5,0
"354",0.00014156565826972,TRUE,0,18,3.4,0
"355",3.34909047978589e-05,TRUE,0,18,3.2,0
"356",1.2574864977273e-05,TRUE,0,18,3.4,0
"357",6.67025530122796e-05,TRUE,0,17,3.3,0
"358",2.50116429179015e-05,TRUE,0,17,3.5,0
"359",2.38032776701386e-05,TRUE,0,18,3.3,0
"360",1.53632988690367e-05,TRUE,0,18,3,0
"361",8.70718864916739e-05,TRUE,0,18,3.7,0
"362",0.000200545598745458,TRUE,0,17,2.7,0
"363",0.000200187636359827,TRUE,0,18,3.1,0
"364",2.73797487375055e-05,TRUE,0,26,2.1,0
"365",0.000113504765643131,TRUE,0,19,3.8,0
"366",2.05296290562457e-05,TRUE,0,19,3.4,0
"367",0.0001428460457591,TRUE,0,17,3.2,0
"368",1.90738567744547e-05,TRUE,0,18,3.5,0
"369",5.25444473360296e-05,TRUE,0,18,3.5,0
"370",6.83017637648449e-05,TRUE,0,21,3.3,0
"371",1.30742480365815e-05,TRUE,0,18,3.6,0
"372",4.7542250039065e-05,TRUE,0,18,3.1,0
"373",1.2079664425044e-05,TRUE,0,25,3.5,0
"374",0.000581485126295161,TRUE,1,18,2.7,0
"375",1.99370330872041e-05,TRUE,0,18,2.9,0
"376",0.000210475507933424,TRUE,0,18,3.1,1
"377",0.000172659265326741,TRUE,0,17,3.4,0
"378",0.000101038679516291,TRUE,0,18,3.5,0
"379",9.4380937947526e-05,TRUE,0,18,3.4,1
"380",0.000131094579106971,TRUE,0,17,2.6,1
"381",3.85619919662682e-05,TRUE,0,18,2.9,0
"382",3.58724608615927e-05,TRUE,0,19,3.4,1
"383",2.75723581257124e-05,TRUE,0,18,2.3,0
"384",6.3980812632697e-05,TRUE,0,17,2.9,0
"385",0.000170976007740563,TRUE,1,22,3.3,0
"386",6.621374714478e-05,TRUE,0,18,3.4,0
"387",7.63332906986599e-05,TRUE,1,20,2.6,1
"388",9.10573745122844e-05,TRUE,0,18,3.1,0
"389",3.01937648847624e-05,TRUE,0,18,3.4,0
"390",8.81184043730612e-05,TRUE,0,19,3.4,0
"391",2.03023223267443e-05,TRUE,0,18,2.8,0
"392",5.22935004979944e-05,TRUE,0,18,3.5,0
"393",7.16504999865525e-05,TRUE,0,17,3.3,1
"394",2.80673998867557e-05,TRUE,1,18,3.6,0
"395",2.76225034330168e-05,TRUE,0,18,3.4,0
"396",4.73661273563944e-06,TRUE,0,18,3.3,1
"397",0.000162033417172882,TRUE,0,18,2.6,0
"398",2.45210976015852e-05,TRUE,0,18,3.7,0
"399",0.000841585729542571,TRUE,1,20,2.8,0
"400",6.49372399007561e-06,TRUE,0,31,3.2,0
"401",8.40006942533429e-05,TRUE,0,18,2.2,0
"402",4.13336366036808e-06,TRUE,0,18,3.1,0
"403",7.73746043223548e-05,TRUE,0,18,3.5,0
"404",7.35416300600457e-06,TRUE,0,22,3.2,0
"405",6.25210612265739e-06,TRUE,0,17,3.2,0
"406",0.000130962433874001,TRUE,1,18,2.3,0
"407",0.000539116444383053,TRUE,1,17,3.3,0
"408",0.000255319908863508,TRUE,0,17,3.4,0
"409",1.96405656001809e-06,TRUE,0,18,1.3,0
"410",5.74285966583048e-05,TRUE,0,18,3,1
"411",6.7539577494547e-05,TRUE,0,17,2.9,0
"412",1.53189256841913e-05,TRUE,0,17,3.2,0
"413",0.000678021826917666,TRUE,1,22,3.4,1
"414",0.000182632428610956,TRUE,1,18,3.2,0
"415",6.51739597832136e-05,TRUE,0,18,2.8,0
"416",4.67580235039135e-07,TRUE,0,20,3.5,0
"417",0.000752381877071929,TRUE,1,18,3.5,1
"418",1.19887341606569e-05,TRUE,0,19,2.2,1
"419",0.000751108416722212,TRUE,0,18,3.4,1
"420",6.27550083767928e-06,TRUE,0,18,3.5,0
"421",2.25039303790716e-05,TRUE,0,17,3.1,0
"422",1.58784699482152e-06,TRUE,0,18,2.2,1
"423",5.14082196446911e-05,TRUE,0,19,3.4,0
"424",0.000156775098607528,TRUE,0,18,3.7,1
"425",5.712538182672e-05,TRUE,0,20,2.3,0
"426",3.11142337483977e-05,TRUE,0,18,3,0
"427",5.34856183858115e-05,TRUE,0,19,3.3,1
"428",0.000142086733517311,TRUE,0,18,1.4,0
"429",0.000123317391658386,TRUE,0,18,2.1,0
"430",6.82683808362586e-05,TRUE,0,18,3.1,0
"431",6.75679913834037e-06,TRUE,0,18,2.8,0
"432",0.000284089900665465,TRUE,1,19,2.9,0
"433",6.11171152454828e-05,TRUE,0,19,3.5,0
"434",0.000747782644810082,TRUE,1,22,2.2,1
"435",2.19096284787784e-05,TRUE,0,18,3.1,0
"436",6.02413277755187e-05,TRUE,0,19,3.4,1
"437",0.00176082809306063,TRUE,1,17,3.4,0
"438",2.74821160401127e-05,TRUE,0,18,3.1,0
"439",0.000116173189902483,TRUE,0,19,2.9,0
"440",2.50611483698827e-05,TRUE,0,19,3.7,0
"441",0.000654102658205203,FALSE,1,18,3.6,0
"442",7.79517514808261e-05,TRUE,0,17,2.2,0
"443",8.23384624796992e-05,FALSE,0,18,3,1
"444",0.000130479759990491,TRUE,1,17,2.7,0
"445",7.31488114232202e-06,TRUE,0,18,3.2,0
"446",0.000237411069521095,TRUE,1,19,3.1,1
"447",0.000192320001988,FALSE,1,18,2.5,0
"448",3.22208599646435e-05,TRUE,0,17,2.8,1
"449",0.000125369465220732,TRUE,0,17,2.5,0
"450",8.11059907217169e-05,TRUE,0,19,3,0
"451",8.39247475087021e-05,TRUE,0,22,3.3,0
"452",1.66604924513991e-05,TRUE,0,18,2.9,0
"453",0.000122445375287675,TRUE,0,18,2.6,1
"454",4.61264902549026e-05,TRUE,0,20,3.3,0
"455",0.000524338296156547,TRUE,1,17,3.2,0
"456",5.32022418925035e-05,TRUE,0,18,3.3,0
"457",0.000110367176254623,FALSE,0,18,3.4,0
"458",9.93077218674445e-05,TRUE,1,17,3.1,0
"459",2.78424116259425e-05,TRUE,0,18,3.2,0
"460",0.000125836581455316,TRUE,0,18,3,0
"461",9.46218982384257e-05,TRUE,0,21,2.4,0
"462",2.0677796930771e-05,TRUE,0,17,3.3,1
"463",0.000555100454856231,FALSE,1,18,3.7,0
"464",0.000108629717765035,TRUE,0,17,2.9,0
"465",2.7664323610338e-06,TRUE,0,19,3,0
"466",3.17162841542191e-07,TRUE,0,18,3.2,0
"467",1.86317542007132e-05,TRUE,0,27,3.4,0
"468",2.35695991586507e-06,TRUE,0,22,2.9,1
"469",2.83511599566287e-05,TRUE,0,17,3.1,0
"470",4.64371965305965e-05,FALSE,1,18,3.3,0
"471",9.79040758079206e-06,TRUE,0,17,1.9,0
"472",0.000361513061158377,TRUE,1,18,3.6,1
"473",4.36166549019886e-05,TRUE,0,18,3.3,0
"474",0.000195436819998479,TRUE,1,17,3.7,0
"475",0.000113720356406226,TRUE,0,18,3.8,0
"476",2.1877449733052e-05,TRUE,0,17,3.1,0
"477",0.000844568859527771,TRUE,1,18,3.3,0
"478",0.000208801853866644,TRUE,1,25,2.9,1
"479",0.000227741564613937,TRUE,0,17,3,1
"480",2.29049855308493e-05,TRUE,0,20,2.4,0
"481",8.27900855122815e-06,TRUE,0,19,3,0
"482",4.67662802433975e-05,TRUE,0,20,3.4,0
"483",0.000109379233743276,TRUE,0,17,3.1,0
"484",4.92609152057424e-05,TRUE,0,20,2.5,0
"485",0.000127248384725349,TRUE,0,18,3.4,1
"486",8.60253430630706e-06,TRUE,0,18,3.8,0
"487",0.000407816192407399,TRUE,1,17,3.1,0
"488",0.000156016530462799,TRUE,0,17,3.4,0
"489",3.42628766157294e-05,TRUE,0,21,2.8,1
"490",0.000217538383414255,TRUE,0,17,2.9,0
"491",4.16593574033428e-05,TRUE,0,18,3.7,1
"492",5.91284240524611e-05,TRUE,0,26,3,0
"493",0.000188145827769501,TRUE,0,18,3.3,0
"494",0.0001261166061938,TRUE,0,21,2.8,0
"495",0.000125850483664335,TRUE,0,17,3.7,0
"496",3.99220986808523e-05,TRUE,0,18,3.2,0
"497",4.58060133341293e-05,TRUE,0,26,3.2,0
